ID_Cliente,Cancelou,Genero,Idoso,Tem_Conjuge,Tem_Dependentes,Meses_Permanencia,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total
0248-IPDFW,Não,Feminino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,50.1,501.0
0248-PGHBZ,Não,Feminino,1,Não,Não,67,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Não,Bianual,Sim,Transf. bancária,92.45,614085.0
0253-ZTEOB,Não,Feminino,0,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bianual,Não,Cheque eletrônico,79.65,38703.0
0254-FNMCI,Não,Feminino,0,Não,Não,72,Sim,Não,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque eletrônico,109.9,76242.0
0254-KCJGT,Não,Masculino,0,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cartão de crédito,81.4,435445.0
0254-WWRKD,Não,Feminino,0,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cartão de crédito,50.55,343175.0
0256-LTHVJ,Sim,Feminino,0,Sim,Sim,28,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,81.05,22271.0
0257-KXZGU,Não,Feminino,0,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transf. bancária,62.45,204555.0
0257-ZESQC,Sim,Feminino,1,Sim,Não,27,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,75.2,192935.0
0258-NOKBL,Não,Masculino,0,Não,Não,3,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,90.4,26845.0
0259-GBZSH,Sim,Masculino,0,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.65,1815.0
0260-ZDLGK,Sim,Feminino,0,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque enviado,72.9,6514.0
0263-FJTQO,Não,Masculino,0,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Bianual,Sim,Cartão de crédito,70.5,348665.0
0264-CNITK,Não,Feminino,0,Sim,Sim,71,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,20.1,13896.0
0265-EDXBD,Sim,Masculino,1,Sim,Não,32,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,230335.0
0265-PSUAE,Não,Feminino,0,Sim,Sim,16,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Transf. bancária,100.7,15227.0
0266-CLZKZ,Não,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,105.65,67179.0
0266-GMEAO,Não,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,114.3,805855.0
0268-QKIWO,Sim,Feminino,0,Não,Não,3,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque eletrônico,19.75,5885.0
0269-XFESX,Não,Masculino,0,Sim,Sim,23,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,24.35,5385.0
0270-THENM,Não,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,Não,Transf. bancária,69.85,510235.0
0274-JKUJR,Não,Masculino,0,Sim,Sim,7,Não,Sem telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque enviado,58.85,4657.0
0277-BKSQP,Não,Masculino,0,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,54.4,4751.0
0277-ORXQS,Não,Masculino,0,Sim,Sim,66,Não,Sem telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Bianual,Não,Transf. bancária,50.55,336455.0
0278-YXOOG,Sim,Masculino,0,Não,Não,5,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,21.05,11385.0
0280-XJGEX,Sim,Masculino,0,Não,Não,49,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transf. bancária,103.7,50363.0
0281-CNTZX,Não,Masculino,0,Sim,Não,63,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Transf. bancária,19.95,12348.0
0282-NVSJS,Não,Feminino,1,Sim,Sim,12,Não,Sem telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,29.3,3559.0
0285-INHLN,Não,Masculino,0,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,54.75,15103.0
0289-IVARM,Não,Feminino,0,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,60.55,19826.0
0292-WEGCH,Não,Feminino,0,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,86.2,452405.0
0295-PPHDO,Sim,Masculino,0,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.45,9545.0
0295-QVKPB,Não,Masculino,0,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de crédito,63.95,3181.0
0297-RBCSG,Não,Masculino,0,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Transf. bancária,65.35,123185.0
0298-XACET,Não,Masculino,0,Sim,Sim,52,Não,Sem telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,Bianual,Não,Cheque enviado,50.2,2554.0
0301-FIDRB,Não,Feminino,0,Sim,Sim,72,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,63.8,46843.0
0301-KOBTQ,Não,Masculino,0,Não,Não,32,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Transf. bancária,20.05,61445.0
0302-JOIVN,Sim,Feminino,0,Sim,Não,8,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.15,8429.0
0303-UNCIP,Não,Masculino,0,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque enviado,65.0,25318.0
0303-WMMRN,Não,Masculino,0,Não,Não,5,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Cheque enviado,19.25,8605.0
0305-SQECB,Não,Feminino,0,Não,Sim,11,Não,Sem telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque enviado,36.05,4026.0
0306-JAELE,Sim,Masculino,0,Não,Não,5,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.1,4534.0
0307-BCOPK,Não,Feminino,0,Não,Não,16,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,19.05,32665.0
0308-GIQJT,Não,Masculino,1,Não,Não,71,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Não,Transf. bancária,105.75,738285.0
0308-IVGOK,Não,Feminino,0,Não,Não,11,Não,Sem telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,40.4,4226.0
0310-MVLET,Sim,Feminino,0,Sim,Sim,61,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.15,601005.0
0310-SUCIN,Não,Feminino,0,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transf. bancária,84.8,60461.0
0310-VQXAM,Não,Masculino,0,Não,Não,9,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.85,1788.0
0311-QYWSS,Não,Feminino,0,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.45,3146.0
0311-UNPFF,Sim,Feminino,0,Não,Não,26,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transf. bancária,88.8,227435.0
0314-TKOSI,Não,Feminino,0,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,55.15,3229.0
0315-LVCRK,Não,Masculino,0,Não,Não,11,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.8,88875.0
0318-QUUOB,Sim,Masculino,0,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.55,8055.0
0318-ZOPWS,Não,Feminino,0,Sim,Não,49,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Transf. bancária,20.15,97335.0
0319-QZTCO,Não,Feminino,0,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito,58.7,1686.0
0320-DWVTU,Não,Feminino,0,Não,Não,53,Sim,Não,Fibra optica,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Não,Cheque enviado,99.5,542425.0
0320-JDNQG,Sim,Masculino,0,Sim,Sim,23,Sim,Não,Fibra optica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.85,23313.0
0322-CHQRU,Sim,Masculino,0,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.35,895.0
0322-YINQP,Sim,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,48.55,4855.0
0323-XWWTN,Não,Masculino,0,Não,Sim,3,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cheque enviado,26.4,12125.0
0324-BRPCJ,Sim,Feminino,1,Sim,Não,68,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.2,685165.0
0325-XBFAC,Sim,Masculino,0,Não,Não,8,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,7403.0
0326-VDYXE,Não,Feminino,0,Sim,Não,70,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,97.65,69825.0
0327-WFZSY,Não,Masculino,0,Sim,Sim,39,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,100.0,383555.0
0328-GRPMV,Sim,Feminino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.1,701.0
0329-GTIAJ,Sim,Feminino,0,Não,Não,3,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.9,3153.0
0330-BGYZE,Não,Masculino,0,Sim,Não,60,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Transf. bancária,102.5,61576.0
0330-IVZHA,Sim,Feminino,0,Sim,Não,5,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.95,33015.0
0334-GDDSO,Sim,Masculino,1,Não,Não,3,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.35,2337.0
0334-ZFJSR,Não,Feminino,0,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito,66.05,34621.0
0336-KXKFK,Não,Masculino,0,Não,Não,72,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,61.2,439025.0
0336-PIKEI,Não,Masculino,1,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Não,Transf. bancária,74.4,536075.0
0337-CNPZE,Sim,Feminino,0,Não,Não,41,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.3,444345.0
0343-QLUZP,Não,Masculino,0,Não,Não,60,Não,Sem telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,Não,Transf. bancária,39.6,24245.0
0345-HKJVM,Sim,Feminino,0,Não,Não,6,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,89.3,5776.0
0345-XMMUG,Não,Feminino,0,Sim,Não,46,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,108.9,48543.0
0347-UBKUZ,Não,Feminino,0,Não,Não,15,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.9,32045.0
0348-SDKOL,Sim,Feminino,0,Sim,Não,58,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito,102.1,58854.0
0354-VXMJC,Não,Masculino,0,Sim,Sim,23,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.6,42665.0
0354-WYROK,Sim,Feminino,1,Sim,Sim,31,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.9,29113.0
0356-ERHVT,Não,Masculino,0,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,45.9,5219.0
0356-OBMAC,Não,Feminino,1,Não,Não,56,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Transf. bancária,99.9,57063.0
0357-NVCRI,Não,Feminino,0,Não,Sim,25,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cartão de crédito,20.05,4717.0
0361-HJRDX,Não,Feminino,0,Não,Não,68,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,64.35,45396.0
0362-RAOQO,Não,Feminino,0,Não,Não,40,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.65,83025.0
0362-ZBZWJ,Sim,Masculino,0,Não,Não,36,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.9,30672.0
0363-QJVFX,Sim,Masculino,0,Não,Não,32,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito,108.15,34329.0
0363-SVHYR,Não,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transf. bancária,86.85,62638.0
0365-BZUWY,Não,Masculino,0,Sim,Não,17,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,102.55,17425.0
0365-GXEZS,Não,Masculino,0,Sim,Não,18,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,78.2,146875.0
0365-TRTPY,Não,Feminino,0,Não,Não,37,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transf. bancária,91.2,33823.0
0366-NQSHS,Não,Masculino,0,Não,Não,2,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.35,4635.0
0369-ZGOVK,Não,Feminino,0,Sim,Sim,28,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Anual,Sim,Transf. bancária,70.4,19922.0
0373-AIVNJ,Não,Masculino,0,Não,Não,9,Não,Sem telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque enviado,39.55,373.0
0374-AACSZ,Não,Feminino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.15,5015.0
0374-FIUCA,Não,Masculino,0,Sim,Não,65,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cartão de crédito,20.4,141445.0
0374-IOEGQ,Não,Feminino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.6,1227.0
0375-HVGXO,Sim,Feminino,0,Não,Não,1,Não,Sem telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,34.7,347.0
0376-OIWME,Não,Masculino,0,Sim,Não,36,Sim,Não,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.6,336605.0
0376-YMCJC,Sim,Masculino,0,Não,Não,23,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,90.6,19432.0
0377-JBKKT,Não,Masculino,0,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,57.95,12718.0
0378-CJKPV,Não,Feminino,0,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,112.1,796595.0
0378-NHQXU,Sim,Feminino,0,Sim,Sim,17,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,88.25,146065.0
0378-TOVMS,Sim,Feminino,0,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,85.8,2722.0
0378-XSZPU,Sim,Masculino,0,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de crédito,60.3,35638.0
0379-DJQHR,Não,Masculino,0,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Não,Cartão de crédito,81.35,53986.0
0380-NEAVX,Não,Masculino,1,Não,Não,34,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,99.85,334315.0
0380-ZCSBI,Não,Masculino,0,Não,Não,10,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cartão de crédito,20.0,1987.0
0383-CLDDA,Não,Feminino,0,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,85.35,58974.0
0384-LPITE,Não,Masculino,0,Não,Não,40,Não,Sem telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito,62.05,251155.0
0384-RVBPI,Não,Masculino,0,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito,64.4,13986.0
0386-CWRGM,Não,Feminino,0,Sim,Sim,46,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.4,96785.0
0388-EOPEX,Sim,Feminino,0,Sim,Não,2,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,1394.0
0390-DCFDQ,Sim,Feminino,1,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,70.45,7045.0
0392-BZIUW,Não,Feminino,0,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Cartão de crédito,105.0,75898.0
0394-YONDK,Não,Masculino,0,Sim,Sim,70,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,25.15,179015.0
0396-HUJBP,Não,Feminino,0,Não,Não,2,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.3,444.0
0396-UKGAI,Não,Masculino,0,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Transf. bancária,55.3,12842.0
0396-YCHWO,Não,Masculino,0,Sim,Não,36,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.4,34742.0
0397-GZBBC,Sim,Masculino,1,Sim,Não,59,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transf. bancária,93.85,557475.0
0397-ZXWQF,Não,Masculino,0,Não,Não,67,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,20.5,143095.0
0401-WDBXM,Não,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Transf. bancária,105.55,754225.0
0402-CQAJN,Sim,Feminino,0,Não,Não,37,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transf. bancária,101.9,354535.0
0402-OAMEN,Não,Feminino,0,Sim,Sim,72,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,24.45,17091.0
0404-AHASP,Não,Masculino,0,Sim,Não,72,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.7,14219.0
0404-SWRVG,Sim,Masculino,0,Não,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,22955.0
0406-BPDVR,Sim,Feminino,1,Sim,Não,54,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito,101.5,53731.0
0407-BDJKB,Sim,Masculino,0,Sim,Não,60,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,95.75,57429.0
0409-WTMPL,Não,Feminino,0,Sim,Não,58,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,110.65,652665.0
0410-IPFTY,Não,Feminino,0,Sim,Não,31,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transf. bancária,83.85,267415.0
0411-EZJZE,Não,Feminino,0,Não,Não,3,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,60.25,1705.0
0412-UCCNP,Não,Masculino,0,Não,Não,55,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,Sim,Cheque eletrônico,59.2,317585.0
0415-MOSGF,Sim,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,44.4,444.0
0419-YAAPX,Não,Masculino,0,Sim,Não,49,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito,85.3,429795.0
0420-BWTPW,Sim,Masculino,0,Não,Sim,8,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,25.5,2152.0
0420-HLGXF,Não,Feminino,1,Não,Não,39,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.75,4036.0
0420-TXVSG,Não,Masculino,0,Sim,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,Sim,Cartão de crédito,66.1,442845.0
0422-OHQHQ,Não,Feminino,0,Sim,Sim,15,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,20.55,29595.0
0422-UXFAP,Não,Feminino,0,Sim,Não,51,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,98.85,494755.0
0423-UDIJQ,Não,Masculino,1,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque enviado,49.2,4479.0
0426-TIRNE,Sim,Feminino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.9,209.0
0428-AXXLJ,Não,Masculino,0,Não,Não,25,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Transf. bancária,19.5,5163.0
0428-IKYCP,Não,Masculino,0,Sim,Não,22,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Transf. bancária,87.0,185065.0
0430-IHCDJ,Não,Masculino,0,Não,Não,15,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.0,74925.0
0431-APWVY,Sim,Feminino,0,Sim,Sim,28,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transf. bancária,90.1,259895.0
0432-CAJZV,Não,Masculino,0,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque enviado,90.7,23765.0
0434-CSFON,Não,Feminino,0,Sim,Não,47,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.5,47071.0
0436-TWFFZ,Não,Feminino,0,Não,Não,67,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque enviado,85.25,57142.0
0439-IFYUN,Não,Feminino,1,Não,Não,18,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.7,12946.0
0440-EKDCF,Não,Masculino,0,Sim,Não,62,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Bianual,Sim,Cartão de crédito,60.15,37532.0
0440-MOGPM,Não,Feminino,0,Não,Não,41,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,80.55,32639.0
0440-QEXBZ,Não,Feminino,0,Não,Não,44,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,50.15,21391.0
